coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': 92.75, 'lat': 11.6667}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 28.02, 'feels_like': 31.84, 'temp_min': 28.02, 'temp_max': 28.02, 'pressure': 1011, 'humidity': 78}",5000.0,"{'speed': 2.57, 'deg': 60}",{'all': 20},1710685304,"{'type': 1, 'id': 9215, 'country': 'IN', 'sunrise': 1710633301, 'sunset': 1710676782}",19800,1259385,Port Blair,200,,
"{'lon': -97.5169, 'lat': 28.017}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 21.2, 'feels_like': 21.7, 'temp_min': 20.05, 'temp_max': 22.13, 'pressure': 1011, 'humidity': 89, 'sea_level': 1011, 'grnd_level': 1009}",10000.0,"{'speed': 4.21, 'deg': 45, 'gust': 5.41}",{'all': 69},1710685304,"{'type': 1, 'id': 3705, 'country': 'US', 'sunrise': 1710679006, 'sunset': 1710722385}",-18000,4726521,San Patricio,200,,
"{'lon': 2.4607, 'lat': 27.1935}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 29.73, 'feels_like': 27.92, 'temp_min': 29.73, 'temp_max': 29.73, 'pressure': 1020, 'humidity': 12, 'sea_level': 1020, 'grnd_level': 986}",10000.0,"{'speed': 6.91, 'deg': 65, 'gust': 7.71}",{'all': 0},1710685304,"{'country': 'DZ', 'sunrise': 1710655027, 'sunset': 1710698385}",3600,2493222,I-n-Salah,200,,
"{'lon': 147.2712, 'lat': -2.0226}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 27.2, 'feels_like': 30.51, 'temp_min': 27.2, 'temp_max': 27.2, 'pressure': 1009, 'humidity': 83, 'sea_level': 1009, 'grnd_level': 1006}",10000.0,"{'speed': 3.54, 'deg': 293, 'gust': 4.87}",{'all': 100},1710685046,"{'country': 'PG', 'sunrise': 1710706534, 'sunset': 1710750148}",36000,2092164,Lorengau,200,,
"{'lon': 113.6333, 'lat': -24.8667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 27.15, 'feels_like': 28.85, 'temp_min': 27.15, 'temp_max': 27.15, 'pressure': 1007, 'humidity': 67, 'sea_level': 1007, 'grnd_level': 1006}",10000.0,"{'speed': 8.03, 'deg': 168, 'gust': 12.84}",{'all': 97},1710685305,"{'country': 'AU', 'sunrise': 1710628066, 'sunset': 1710671995}",28800,2074865,Carnarvon,200,,
"{'lon': 15.1594, 'lat': -26.6481}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 22.91, 'feels_like': 22.88, 'temp_min': 22.91, 'temp_max': 22.91, 'pressure': 1011, 'humidity': 62, 'sea_level': 1011, 'grnd_level': 1007}",10000.0,"{'speed': 5.83, 'deg': 195, 'gust': 7.29}",{'all': 1},1710685046,"{'country': 'NA', 'sunrise': 1710651693, 'sunset': 1710695626}",7200,3355672,Lüderitz,200,,
"{'lon': -159.775, 'lat': -21.2078}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 23.03, 'feels_like': 23.84, 'temp_min': 23.03, 'temp_max': 23.03, 'pressure': 1009, 'humidity': 94}",10000.0,"{'speed': 2.06, 'deg': 80}",{'all': 88},1710685305,"{'type': 1, 'id': 7271, 'country': 'CK', 'sunrise': 1710693728, 'sunset': 1710737541}",-36000,4035715,Avarua,200,{'1h': 0.15},
"{'lon': 169.4708, 'lat': -46.5619}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 9.49, 'feels_like': 6.91, 'temp_min': 9.49, 'temp_max': 9.49, 'pressure': 1017, 'humidity': 79, 'sea_level': 1017, 'grnd_level': 1001}",10000.0,"{'speed': 5.11, 'deg': 271, 'gust': 11.39}",{'all': 52},1710685305,"{'country': 'NZ', 'sunrise': 1710700880, 'sunset': 1710745149}",46800,2185172,Papatowai,200,,
"{'lon': -73.65, 'lat': -37.6167}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 14.09, 'feels_like': 13.23, 'temp_min': 14.09, 'temp_max': 14.09, 'pressure': 1015, 'humidity': 64, 'sea_level': 1015, 'grnd_level': 1011}",10000.0,"{'speed': 6.51, 'deg': 182, 'gust': 10.12}",{'all': 31},1710685305,"{'country': 'CL', 'sunrise': 1710672915, 'sunset': 1710717023}",-10800,3883457,Lebu,200,,
"{'lon': -171.2468, 'lat': -9.3852}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 28.77, 'feels_like': 33.51, 'temp_min': 28.77, 'temp_max': 28.77, 'pressure': 1008, 'humidity': 77, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 4.9, 'deg': 119, 'gust': 5.22}",{'all': 19},1710685305,"{'country': 'TK', 'sunrise': 1710782944, 'sunset': 1710826594}",46800,4031110,Fale old settlement,200,{'1h': 0.87},
"{'lon': 158.4028, 'lat': 52.9306}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,"{'temp': -1.71, 'feels_like': -1.71, 'temp_min': -1.71, 'temp_max': -0.85, 'pressure': 1012, 'humidity': 97, 'sea_level': 1012, 'grnd_level': 1010}",113.0,"{'speed': 1.31, 'deg': 333, 'gust': 1.54}",{'all': 100},1710685305,"{'type': 2, 'id': 2088272, 'country': 'RU', 'sunrise': 1710704042, 'sunset': 1710747298}",43200,2118647,Vilyuchinsk,200,,{'1h': 0.81}
"{'lon': -24.7167, 'lat': 14.8667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 23.92, 'feels_like': 24.4, 'temp_min': 23.92, 'temp_max': 23.92, 'pressure': 1013, 'humidity': 78, 'sea_level': 1013, 'grnd_level': 1012}",10000.0,"{'speed': 13.46, 'deg': 22, 'gust': 16.15}",{'all': 100},1710685305,"{'country': 'CV', 'sunrise': 1710661494, 'sunset': 1710704961}",-3600,3374117,Nova Sintra,200,,
"{'lon': 113.0333, 'lat': 25.8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 17.76, 'feels_like': 18.05, 'temp_min': 17.76, 'temp_max': 17.76, 'pressure': 1018, 'humidity': 94, 'sea_level': 1018, 'grnd_level': 978}",9818.0,"{'speed': 2.34, 'deg': 331, 'gust': 3.62}",{'all': 100},1710685047,"{'country': 'CN', 'sunrise': 1710628504, 'sunset': 1710671845}",28800,1815059,Chenzhou,200,,
"{'lon': -92.4885, 'lat': 43.8555}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -4.14, 'feels_like': -11.14, 'temp_min': -4.75, 'temp_max': -3.69, 'pressure': 1014, 'humidity': 63}",10000.0,"{'speed': 11.32, 'deg': 290, 'gust': 13.89}",{'all': 100},1710685305,"{'type': 1, 'id': 5720, 'country': 'US', 'sunrise': 1710677860, 'sunset': 1710721119}",-18000,5048796,Stewartville,200,,
"{'lon': -42.0278, 'lat': -22.9661}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 31.92, 'feels_like': 38.92, 'temp_min': 31.92, 'temp_max': 33.98, 'pressure': 1009, 'humidity': 70}",10000.0,"{'speed': 3.09, 'deg': 80}",{'all': 0},1710685306,"{'type': 1, 'id': 8326, 'country': 'BR', 'sunrise': 1710665450, 'sunset': 1710709313}",-10800,3471451,Arraial do Cabo,200,,
"{'lon': -106.3033, 'lat': 31.6546}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 10.05, 'feels_like': 8.89, 'temp_min': 7.5, 'temp_max': 11.13, 'pressure': 1018, 'humidity': 68}",10000.0,"{'speed': 2.06, 'deg': 70}",{'all': 75},1710685306,"{'type': 2, 'id': 2005449, 'country': 'US', 'sunrise': 1710681127, 'sunset': 1710724482}",-21600,5530932,Socorro,200,,
"{'lon': 116.0333, 'lat': 43.9667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -3.74, 'feels_like': -3.74, 'temp_min': -3.74, 'temp_max': -3.74, 'pressure': 1025, 'humidity': 89, 'sea_level': 1025, 'grnd_level': 899}",10000.0,"{'speed': 1.15, 'deg': 325, 'gust': 1}",{'all': 100},1710685306,"{'country': 'CN', 'sunrise': 1710627879, 'sunset': 1710671030}",28800,2033824,Xilin Hot,200,,
"{'lon': 81.8167, 'lat': 7.4167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 26.54, 'feels_like': 26.54, 'temp_min': 26.54, 'temp_max': 26.54, 'pressure': 1012, 'humidity': 70, 'sea_level': 1012, 'grnd_level': 1011}",10000.0,"{'speed': 3.51, 'deg': 69, 'gust': 4.18}",{'all': 5},1710685306,"{'country': 'LK', 'sunrise': 1710635903, 'sunset': 1710679426}",19800,1242110,Kalmunai,200,,
"{'lon': 125.4048, 'lat': 12.2645}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 24.33, 'feels_like': 24.96, 'temp_min': 24.33, 'temp_max': 24.33, 'pressure': 1013, 'humidity': 82, 'sea_level': 1013, 'grnd_level': 1008}",10000.0,"{'speed': 2.62, 'deg': 41, 'gust': 4.26}",{'all': 6},1710685306,"{'country': 'PH', 'sunrise': 1710625470, 'sunset': 1710668942}",28800,1730123,Arteche,200,,
"{'lon': -159.378, 'lat': 22.0669}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 18.26, 'feels_like': 18.18, 'temp_min': 17.24, 'temp_max': 19.3, 'pressure': 1016, 'humidity': 78}",10000.0,"{'speed': 7.72, 'deg': 40}",{'all': 100},1710685306,"{'type': 2, 'id': 2039329, 'country': 'US', 'sunrise': 1710693822, 'sunset': 1710737257}",-36000,7262802,Wailua Homesteads,200,,
"{'lon': -89.6, 'lat': -0.9}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 27.55, 'feels_like': 31.39, 'temp_min': 27.55, 'temp_max': 27.55, 'pressure': 1007, 'humidity': 83}",10000.0,"{'speed': 0, 'deg': 0}",{'all': 75},1710685047,"{'type': 1, 'id': 8546, 'country': 'EC', 'sunrise': 1710676993, 'sunset': 1710720600}",-21600,3652758,Puerto Baquerizo Moreno,200,,
"{'lon': 40.4939, 'lat': 38.8847}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 7.29, 'feels_like': 6.51, 'temp_min': 7.29, 'temp_max': 7.29, 'pressure': 1019, 'humidity': 81}",10000.0,"{'speed': 1.54, 'deg': 90}",{'all': 75},1710685306,"{'type': 1, 'id': 7027, 'country': 'TR', 'sunrise': 1710645960, 'sunset': 1710689201}",10800,321082,Bingöl,200,,
"{'lon': 78.7, 'lat': 67.4667}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': -10.99, 'feels_like': -17.99, 'temp_min': -10.99, 'temp_max': -10.99, 'pressure': 995, 'humidity': 93, 'sea_level': 995, 'grnd_level': 991}",453.0,"{'speed': 8.56, 'deg': 172, 'gust': 15.15}",{'all': 100},1710685048,"{'country': 'RU', 'sunrise': 1710637022, 'sunset': 1710679804}",18000,1489853,Tazovsky,200,,{'1h': 0.18}
"{'lon': -77.4286, 'lat': 39.0062}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 12.51, 'feels_like': 11.44, 'temp_min': 10.76, 'temp_max': 13.95, 'pressure': 1004, 'humidity': 62}",10000.0,"{'speed': 4.63, 'deg': 30}",{'all': 100},1710685083,"{'type': 2, 'id': 2074835, 'country': 'US', 'sunrise': 1710674231, 'sunset': 1710717521}",-14400,4787534,Sterling,200,,
"{'lon': 143.3, 'lat': 59.3833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -3.94, 'feels_like': -10.7, 'temp_min': -3.94, 'temp_max': -3.94, 'pressure': 1015, 'humidity': 81, 'sea_level': 1015, 'grnd_level': 1014}",10000.0,"{'speed': 6.46, 'deg': 79, 'gust': 11.48}",{'all': 100},1710685306,"{'country': 'RU', 'sunrise': 1710707682, 'sunset': 1710750906}",36000,2122605,Okhotsk,200,,
"{'lon': 73.2667, 'lat': 6.15}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 28.76, 'feels_like': 32.56, 'temp_min': 28.76, 'temp_max': 28.76, 'pressure': 1011, 'humidity': 72, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 5.09, 'deg': 51, 'gust': 5.28}",{'all': 44},1710685307,"{'country': 'MV', 'sunrise': 1710637948, 'sunset': 1710681485}",18000,1337620,Funadhoo,200,,
"{'lon': 140.8333, 'lat': 35.7333}","[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,"{'temp': 16.22, 'feels_like': 15.67, 'temp_min': 15.16, 'temp_max': 16.22, 'pressure': 1003, 'humidity': 68, 'sea_level': 1003, 'grnd_level': 1002}",10000.0,"{'speed': 3.7, 'deg': 258, 'gust': 5.48}",{'all': 100},1710685307,"{'type': 1, 'id': 7955, 'country': 'JP', 'sunrise': 1710621888, 'sunset': 1710665120}",32400,2112802,Hasaki,200,{'1h': 4.86},
"{'lon': 92.1703, 'lat': 58.4497}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 0.53, 'feels_like': -4.45, 'temp_min': 0.53, 'temp_max': 0.53, 'pressure': 1016, 'humidity': 95}",10000.0,"{'speed': 5.36, 'deg': 257, 'gust': 12.07}",{'all': 100},1710685307,"{'type': 2, 'id': 2087063, 'country': 'RU', 'sunrise': 1710633698, 'sunset': 1710676663}",25200,1485997,Yeniseysk,200,,
"{'lon': 16.139, 'lat': 29.1614}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 21.64, 'feels_like': 20.72, 'temp_min': 21.64, 'temp_max': 21.64, 'pressure': 1020, 'humidity': 33, 'sea_level': 1020, 'grnd_level': 986}",10000.0,"{'speed': 6.95, 'deg': 332, 'gust': 7.98}",{'all': 0},1710685307,"{'country': 'LY', 'sunrise': 1710651756, 'sunset': 1710695093}",7200,2209055,Waddān,200,,
"{'lon': 77.475, 'lat': 62.0961}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 1.03, 'feels_like': -4.35, 'temp_min': 1.03, 'temp_max': 1.03, 'pressure': 1008, 'humidity': 99, 'sea_level': 1008, 'grnd_level': 1000}",45.0,"{'speed': 6.44, 'deg': 256, 'gust': 13.12}",{'all': 100},1710685051,"{'country': 'RU', 'sunrise': 1710637251, 'sunset': 1710680162}",18000,1540356,Raduzhny,200,,
"{'lon': -50.0904, 'lat': -29.9002}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 25.92, 'feels_like': 26.6, 'temp_min': 25.92, 'temp_max': 25.92, 'pressure': 1012, 'humidity': 78, 'sea_level': 1012, 'grnd_level': 1010}",10000.0,"{'speed': 1.98, 'deg': 150, 'gust': 2.22}",{'all': 100},1710685307,"{'country': 'BR', 'sunrise': 1710667332, 'sunset': 1710711300}",-10800,3467362,Santa Terezinha,200,,
"{'lon': 168.35, 'lat': -46.4}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 11.12, 'feels_like': 10.3, 'temp_min': 11.12, 'temp_max': 11.12, 'pressure': 1018, 'humidity': 77}",10000.0,"{'speed': 5.81, 'deg': 188, 'gust': 9.39}",{'all': 95},1710685049,"{'type': 2, 'id': 2008959, 'country': 'NZ', 'sunrise': 1710701151, 'sunset': 1710745415}",46800,2189529,Invercargill,200,,
"{'lon': -156.3051, 'lat': 20.9219}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 18.2, 'feels_like': 18.27, 'temp_min': 17.71, 'temp_max': 20.58, 'pressure': 1014, 'humidity': 84}",10000.0,"{'speed': 4.63, 'deg': 40}",{'all': 75},1710685307,"{'type': 2, 'id': 2016690, 'country': 'US', 'sunrise': 1710693081, 'sunset': 1710736524}",-36000,7262697,Haiku-Pauwela,200,{'1h': 0.25},
"{'lon': 15.6401, 'lat': 78.2186}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': -22.09, 'feels_like': -27.06, 'temp_min': -22.09, 'temp_max': -22.09, 'pressure': 1015, 'humidity': 64}",10000.0,"{'speed': 1.54, 'deg': 0}",{'all': 20},1710685307,"{'type': 1, 'id': 1663, 'country': 'SJ', 'sunrise': 1710652338, 'sunset': 1710694750}",3600,2729907,Longyearbyen,200,,
"{'lon': 29.5448, 'lat': -31.6229}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 20.38, 'feels_like': 20.59, 'temp_min': 20.38, 'temp_max': 20.38, 'pressure': 1022, 'humidity': 81, 'sea_level': 1022, 'grnd_level': 1021}",10000.0,"{'speed': 2.45, 'deg': 158, 'gust': 3.37}",{'all': 100},1710685308,"{'country': 'ZA', 'sunrise': 1710648195, 'sunset': 1710692220}",7200,964408,Port Saint John's,200,{'1h': 0.18},
"{'lon': 79.1667, 'lat': 52.2667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -2.23, 'feels_like': -6.83, 'temp_min': -2.23, 'temp_max': -2.23, 'pressure': 1032, 'humidity': 90, 'sea_level': 1032, 'grnd_level': 1015}",10000.0,"{'speed': 3.75, 'deg': 205, 'gust': 7.6}",{'all': 100},1710685049,"{'country': 'RU', 'sunrise': 1710636766, 'sunset': 1710679835}",25200,1503153,Klyuchi,200,,
"{'lon': -84.5333, 'lat': 39.1834}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 7.53, 'feels_like': 3.87, 'temp_min': 5.85, 'temp_max': 8.81, 'pressure': 1009, 'humidity': 50}",10000.0,"{'speed': 6.69, 'deg': 270, 'gust': 9.77}",{'all': 0},1710685308,"{'type': 2, 'id': 2005257, 'country': 'US', 'sunrise': 1710675935, 'sunset': 1710719226}",-14400,4513583,Hamilton,200,,
"{'lon': 38.1404, 'lat': 63.9061}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -5.06, 'feels_like': -10.29, 'temp_min': -5.06, 'temp_max': -5.06, 'pressure': 1022, 'humidity': 66, 'sea_level': 1022, 'grnd_level': 1015}",10000.0,"{'speed': 3.75, 'deg': 6, 'gust': 6.93}",{'all': 100},1710685308,"{'country': 'RU', 'sunrise': 1710646688, 'sunset': 1710689602}",10800,515246,Onega,200,,
"{'lon': 63.95, 'lat': 67.5833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -11.12, 'feels_like': -18.12, 'temp_min': -11.12, 'temp_max': -11.12, 'pressure': 997, 'humidity': 87, 'sea_level': 997, 'grnd_level': 974}",734.0,"{'speed': 12.64, 'deg': 279, 'gust': 20.09}",{'all': 100},1710685308,"{'country': 'RU', 'sunrise': 1710640553, 'sunset': 1710683351}",10800,1486913,Vorgashor,200,,
"{'lon': 105.6791, 'lat': -10.4217}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 24.82, 'feels_like': 25.66, 'temp_min': 24.82, 'temp_max': 24.82, 'pressure': 1012, 'humidity': 88}",10000.0,"{'speed': 2.57, 'deg': 260}",{'all': 40},1710685308,"{'type': 1, 'id': 9592, 'country': 'CX', 'sunrise': 1710630080, 'sunset': 1710673799}",25200,2078127,Flying Fish Cove,200,,
"{'lon': -22.5624, 'lat': 64.0049}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 3.24, 'feels_like': -2.96, 'temp_min': 3.24, 'temp_max': 4.95, 'pressure': 985, 'humidity': 93}",10000.0,"{'speed': 10.8, 'deg': 40}",{'all': 75},1710685308,"{'type': 1, 'id': 90, 'country': 'IS', 'sunrise': 1710661221, 'sunset': 1710704200}",0,3415496,Keflavik,200,,
"{'lon': -135.0538, 'lat': 60.7161}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 4.43, 'feels_like': 2.16, 'temp_min': 4.43, 'temp_max': 4.43, 'pressure': 1005, 'humidity': 70}",10000.0,"{'speed': 2.57, 'deg': 130}",{'all': 20},1710685093,"{'type': 1, 'id': 983, 'country': 'CA', 'sunrise': 1710688134, 'sunset': 1710731271}",-25200,6180550,Whitehorse,200,,
"{'lon': -78.1522, 'lat': -10.0681}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 23.71, 'feels_like': 24.17, 'temp_min': 23.71, 'temp_max': 23.71, 'pressure': 1010, 'humidity': 78, 'sea_level': 1010, 'grnd_level': 1009}",10000.0,"{'speed': 2.6, 'deg': 200, 'gust': 2.84}",{'all': 62},1710685050,"{'country': 'PE', 'sunrise': 1710674201, 'sunset': 1710717898}",-18000,3939168,Huarmey,200,,
"{'lon': 174.2833, 'lat': -39.5917}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 13.46, 'feels_like': 13.16, 'temp_min': 13.46, 'temp_max': 13.46, 'pressure': 1017, 'humidity': 88, 'sea_level': 1017, 'grnd_level': 1007}",10000.0,"{'speed': 4.9, 'deg': 271, 'gust': 9.87}",{'all': 16},1710685308,"{'type': 2, 'id': 2073391, 'country': 'NZ', 'sunrise': 1710699808, 'sunset': 1710743911}",46800,2206359,Hawera,200,,
"{'lon': 91.6, 'lat': 55.38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -2.1, 'feels_like': -7.44, 'temp_min': -2.1, 'temp_max': -2.1, 'pressure': 1028, 'humidity': 85, 'sea_level': 1028, 'grnd_level': 992}",10000.0,"{'speed': 4.83, 'deg': 240, 'gust': 11.09}",{'all': 100},1710685308,"{'country': 'RU', 'sunrise': 1710633810, 'sunset': 1710676825}",25200,1510998,Balakhta,200,,
"{'lon': 63.4167, 'lat': -19.6833}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 26.74, 'feels_like': 29.09, 'temp_min': 26.74, 'temp_max': 26.74, 'pressure': 1015, 'humidity': 79, 'sea_level': 1015, 'grnd_level': 1012}",10000.0,"{'speed': 6.65, 'deg': 94, 'gust': 8.06}",{'all': 2},1710685308,"{'country': 'MU', 'sunrise': 1710640162, 'sunset': 1710683998}",14400,1545752,Port Mathurin,200,,
"{'lon': 100.3354, 'lat': 5.4112}","[{'id': 201, 'main': 'Thunderstorm', 'description': 'thunderstorm with rain', 'icon': '11n'}]",stations,"{'temp': 26.09, 'feels_like': 26.09, 'temp_min': 25.97, 'temp_max': 30.53, 'pressure': 1010, 'humidity': 83}",5000.0,"{'speed': 6.17, 'deg': 40}",{'all': 40},1710685309,"{'type': 1, 'id': 9429, 'country': 'MY', 'sunrise': 1710631450, 'sunset': 1710674992}",28800,1735106,George Town,200,{'1h': 0.1},
"{'lon': -134.4197, 'lat': 58.3019}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 5.97, 'feels_like': 5.97, 'temp_min': 4, 'temp_max': 6.72, 'pressure': 1012, 'humidity': 97}",10000.0,"{'speed': 0, 'deg': 0}",{'all': 100},1710685309,"{'type': 2, 'id': 2012984, 'country': 'US', 'sunrise': 1710687970, 'sunset': 1710731131}",-28800,5554072,Juneau,200,{'1h': 0.74},
"{'lon': -7.1939, 'lat': 62.0511}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 9.46, 'feels_like': 6.34, 'temp_min': 9.46, 'temp_max': 9.46, 'pressure': 1000, 'humidity': 87}",10000.0,"{'speed': 6.69, 'deg': 190}",{'all': 100},1710685309,"{'type': 1, 'id': 1596, 'country': 'FO', 'sunrise': 1710657525, 'sunset': 1710700521}",0,2616914,Miðvágur,200,,
